Locus,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
10009at3193,97.12588054842875,1.0592010281519484,0.6707488439637651,1.5791320964381237,0.11430576103820043,0.21243023011148643
10092at3193,1159.8980188067349,0.12020762807299659,0.22032468520479326,0.5455931002976938,0.5853456682094034,0.705290408299911
10147at3193,403.15728407303214,0.5182371461607862,0.1889140708215712,2.7432427023938293,0.006083570303805976,0.02023639705940523
10228at3193,972.7877650332558,-0.8642756519340838,0.1360343897277711,-6.353361482075616,2.1065988604097281e-10,5.55573004941439e-09
10488at3193,65.24839972378425,-0.4603751459237895,0.5262805212860273,-0.8747713952984799,0.38169830424859097,0.5220974326424214
10525at3193,245.90272782846623,0.5267946017330645,0.2291600159007385,2.298806795166428,0.021515912788529223,0.056920213194390466
10582at3193,265.75835428859335,1.6834835728802948,0.3347844951354162,5.028558960591488,4.941795664360352e-07,6.176964750571371e-06
10648at3193,2359.3425868154713,0.6268978129367497,0.2056254507846879,3.048736479577032,0.0022980596585470115,0.009003792847491431
10757at3193,564.9900253057544,-0.981204175487048,0.5582045890749636,-1.7577859349258735,0.0787839394020201,0.15902310519021504
10772at3193,2391.2658177306644,0.2804199829726093,0.24310314581576234,1.1535020743216864,0.24870436664827655,0.3826657476031109
10804at3193,1313.5415973763093,-0.6038727236438935,0.17481977033344773,-3.4542587631369086,0.0005518076430745596,0.0027188843556312115
10918at3193,64.17935519864692,0.3457019110240227,0.34368692338943,1.005862858018341,0.31448154509533344,0.45446878933017953
10950at3193,2115.52429174376,-0.25178759944020074,0.24333076657792085,-1.0347544742541703,0.3007835888314868,0.4391782603430507
109806at3193,199.71503751123393,0.7368469442629305,0.2245769173060686,3.281044878083822,0.0010342328685298155,0.00461578171045838
109807at3193,43.690214310008145,-1.0226067563136996,0.4250840456571948,-2.4056578146392527,0.016143377707765548,0.045004915322204686
109808at3193,76.09810162034695,0.7230957660388091,0.49955063551637857,1.4474924354592302,0.14775905356311636,0.25854248908321725
109841at3193,176.1392727672165,-0.09320537747335844,0.2616510140615849,-0.35622020349372946,0.7216756628221315,0.811940294655236
109843at3193,1001.69250268823,0.06330145389994801,0.23789457108754172,0.2660903677228263,0.7901696131139433,0.8608565034435794
109886at3193,638.6783310338365,-0.5449025058049963,0.2866178772294524,-1.901146261608705,0.05728285757316843,0.12457751705124333
109898at3193,33.0514983135911,-1.729143166666768,0.6620872741937202,-2.6116544359993816,0.009010528065792155,0.027998085096325454
109910at3193,432.7681224245762,-0.7297837824677151,0.26274882587697945,-2.7774958842609796,0.005477953383768116,0.0185574498148093
109937at3193,117.74501452370765,-0.43931975824794345,0.3142296031344002,-1.3980852022399701,0.16208748299096798,0.2771003020091874
109965at3193,728.4076360647629,-0.43718673845495903,0.270991991297938,-1.6132828736414604,0.10668306562506144,0.20144756121536408
109969at3193,456.5062424546399,1.0348370717321098,0.16288498507516858,6.353176575818518,2.1091337235703812e-10,5.55573004941439e-09
109989at3193,307.8889942419784,0.14089490245838518,0.21982853860411955,0.6409308971121225,0.5215675806724773,0.6508979407374641
109997at3193,23.60259133190739,-3.282782300597956,0.6461890831054449,-5.080219376071188,3.7699925737375943e-07,4.895224474863745e-06
110002at3193,314.06976847851826,0.4255234261900353,0.21683250878452823,1.9624521644625177,0.0497098646340536,0.11118031449759341
110024at3193,807.2075745070598,-0.3082055123478413,0.15117343881044587,-2.0387543921276783,0.041474546220467326,0.09612653646268329
110034at3193,97.80469337800368,0.9009301547329247,0.25810772357655326,3.49051993581941,0.0004820816441941172,0.002424025105681308
11003at3193,42.293301126981895,1.2979836369827258,0.7956270656624097,1.6313970363766757,0.10280656983754113,0.19555723576490663
11005at3193,516.7220109356425,-0.5258909069240956,0.20775204077689313,-2.531339306981127,0.011362786963149811,0.03373986540551102
110087at3193,328.7492472006295,0.06035356048700749,0.176184767725112,0.342558333880331,0.7319307521460658,0.8191572344253535
110108at3193,366.3866185294184,-0.8524834359705615,0.48764252559924415,-1.7481728750440277,0.0804340970213505,0.16164441529946205
110109at3193,312.0077290840832,0.7078075154119488,0.273899291797612,2.5841889212877462,0.009760831197888035,0.02993339647988059
110126at3193,848.7356293577726,0.8929621513170698,0.5135957761181316,1.7386477709498933,0.08209673823334118,0.1642083544547638
110138at3193,275.56095222031985,-0.09842851045356682,0.3166220798265622,-0.31087064587372915,0.7558989607663038,0.8352880286321281
110178at3193,371.4174068604012,-3.102119734514801,0.7420583387411194,-4.180425678899395,2.9096390014779e-05,0.00021394860532519377
11017at3193,532.4222749388597,0.8312157970079884,0.19334750276950705,4.299076973333839,1.715109032110771e-05,0.00013727090926328193
110208at3193,1562.695724262013,0.39354895831245573,0.28219820790379047,1.3945834781722921,0.16314148017219565,0.2783847428355788
110211at3193,419.60548599686194,-0.3922010360694241,0.2344904237763943,-1.6725673899733307,0.09441249103499756,0.18310150475369324
110214at3193,1446.4376665968077,0.45103535144791473,0.24076855576017933,1.8733150183331018,0.06102489721290541,0.13106281193594804
110220at3193,304.7554036316784,-0.8587720165004922,0.23458807529886827,-3.6607658569447974,0.00025146247955839585,0.0013821670253416408
110232at3193,235.9970489196155,-0.3665806134773675,0.5432541014958089,-0.6747866467423175,0.4998113253609886,0.6321092698532407
110242at3193,560.3836507907356,0.36755094847982644,0.1944054313082061,1.8906413571188723,0.05867223555327165,0.12699852202421244
110263at3193,414.72171998576323,-0.46363930164919065,0.20737546310327912,-2.2357481194305255,0.025368275067800785,0.06505335778887483
110288at3193,2223.730634906689,-0.40052295936471216,0.34976452871898367,-1.1451217218384946,0.2521587385370596,0.3866994577231523
110291at3193,1942.2639680340455,1.9714946311526296,0.5817438665077878,3.3889392646071625,0.0007016354943011028,0.0033460544147532814
110295at3193,806.9033760669863,0.32498265409022986,0.2570304902470794,1.264373941697847,0.20609584131357273,0.33245831636625284
110307at3193,1235.3115328211431,0.07954706853960432,0.17856446285409128,0.44548096115072955,0.6559722155745155,0.7609801706218128
110309at3193,393.3764398530114,-0.23549784987877898,0.1903862678309878,-1.2369476672962476,0.21610651184526553,0.34452803282337074
110337at3193,389.0606751036619,-1.3872910689846962,0.3321120259456138,-4.177178062235774,2.9514797288063755e-05,0.00021630465980634772
110339at3193,974.2414547331069,0.32516712914327084,0.16344039355044576,1.9895150891380364,0.04664437799550538,0.10591873789373318
110343at3193,833.2793571315269,-0.5107605076759059,0.23830575196181403,-2.1432991166648376,0.032089087723145907,0.07846081983197413
110371at3193,1238.7303291338437,-0.17204413467618154,0.13573957027554087,-1.2674574873557152,0.2049917554603602,0.3313553024335084
110398at3193,923.2294126167972,0.6235796565705825,0.2849615730998906,2.1882938453318843,0.02864820493293924,0.07182876825189696
110444at3193,1296.9249455942336,0.5135317685194243,0.13234405700304824,3.8802782697495535,0.00010433702469246177,0.0006531864671189453
11044at3193,524.4646074402698,0.8766572396552339,0.27178899409940477,3.225506766968655,0.0012574986300620849,0.005424090046374342
110462at3193,74.91819327077141,-0.07477918745690107,0.3677537801476002,-0.20334036383497672,0.8388690086908419,0.8957621177361477
110469at3193,269.15736916051014,-0.09834301725057994,0.2906065917880889,-0.3384060101509739,0.7350572455860445,0.8210532152143682
110480at3193,194.5423394256097,-0.22458233505254713,0.25979184480610285,-0.8644703039857369,0.3873295866761115,0.527446841226927
110481at3193,25.859441350661626,-0.8649697066120189,0.6704731765267433,-1.2900884582629049,0.19701994674540846,0.32162537379515943
110490at3193,209.48735692559296,1.4765432534178107,0.2986433401049959,4.944169365701218,7.646920275256002e-07,9.084936391603928e-06
1104at3193,480.93866305319426,-2.413234240279829,0.4830759778539849,-4.995558361234133,5.866577845032648e-07,7.162546424294839e-06
110509at3193,1336.7275118672349,2.136538056587537,1.1027437547989503,1.9374746375027678,0.052687350743091645,0.11641847650680731
110530at3193,3283.163495637016,0.4829821400827142,0.36647673898304267,1.3179066737577096,0.1875348913531908,0.30971458863761286
110537at3193,498.51079630473623,-0.5058975553337431,0.18782087202262904,-2.693510842995083,0.007070384563957726,0.022891121863420773
110540at3193,885.5319098560991,0.29946678052798203,0.20707723232967873,1.4461598561990334,0.148132370373491,0.2591435999068347
11061at3193,143.52299076039975,-0.2953362736198097,0.35234469601728813,-0.8382026945719051,0.40191687396769005,0.5410362895452366
110626at3193,590.9828138571496,0.3647807919144947,0.26408425715358885,1.3813045724355377,0.16718533291240778,0.28405549866906477
110639at3193,541.595946761956,0.09696898343826482,0.17418198958751416,0.5567107349496933,0.5777250812264978,0.6987017007995678
110643at3193,79.70395405239998,1.3676444507499523,0.38255255995574416,3.575049794224797,0.00035016124569575826,0.0018437122179201574
110645at3193,400.3390525303059,0.06807317084625376,0.2220037391551708,0.30663074011863206,0.7591244528281891,0.8375106543247424
110655at3193,553.072246567304,-0.7466883911513196,0.2801263990875999,-2.665540961449401,0.00768645671984477,0.024575730827614925
110660at3193,503.55581618683027,0.2111777550994177,0.4548114584902709,0.46431933751276655,0.6424189715157402,0.7505428377918095
110674at3193,103.59467170271806,-0.10016041706641426,0.6364497869754607,-0.15737363593504683,0.8749503900124058,0.9211893021622554
110707at3193,67.327566692134,-0.13174360030868634,0.47275702178612866,-0.2786708483164234,0.7804974362645356,0.8535760680756913
110714at3193,75.66773284170868,0.5883726499885591,0.33978891504061315,1.7315828267035553,0.08334786605687812,0.16613877508935593
110715at3193,374.3923040044367,0.35124103296167203,0.5017265946449707,0.7000646103087588,0.4838869557125194,0.6181319826619301
110727at3193,652.4837649129857,-0.37137315606687205,0.2095249702010124,-1.7724529716462292,0.07631939529454673,0.1551265498832251
110734at3193,163.21661256037063,-0.6718666823961995,0.24785928387504236,-2.7106778971205268,0.00671458185189446,0.022023429390597073
110741at3193,156.58648200219054,-0.2645325530801468,0.3417215642172023,-0.774117236897601,0.4388614651243141,0.576015458506012
110743at3193,165.36623856979867,-0.9081347333131127,0.300418341711726,-3.0229004265809323,0.002503646082623039,0.009688899654246312
