,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
10009at3193,682.030123838965,-1.7621449235411497,0.22937908869101717,-7.682238749822699,1.5633212973740118e-14,1.0139529298060155e-13
10092at3193,291.79112132662146,-0.34639994134905683,0.16769701480738491,-2.0656297415128604,0.03886345392163555,0.05773000349297893
10147at3193,534.1652247713268,0.8486685749978078,0.1995199899025416,4.25355161361201,2.1040641277398125e-05,5.29496928313861e-05
10228at3193,1040.67531594255,0.6422647350857038,0.14773046407475562,4.347544286875728,1.3767027835715927e-05,3.543828056469169e-05
10238at3193,18.554907848223234,3.286849644083796,0.700978521890701,4.688944869834819,2.7461735426632704e-06,7.748211020292526e-06
10488at3193,52.71434076586329,3.3708106177250485,0.4790245890662346,7.036821688623103,1.966742731253964e-12,1.0613784662999954e-11
10525at3193,547.0011226662385,0.023701263402399503,0.17456924043153807,0.13576998641805157,0.8920031186842549,0.9123700629576182
10582at3193,74.82271083345579,1.3982094532609493,0.29839368636627994,4.685787659543973,2.788852904927524e-06,7.862334109571674e-06
10648at3193,1489.4529655237336,0.6736281465782246,0.13419448279112253,5.019790177415458,5.17279502971406e-07,1.6004328081398021e-06
10757at3193,10454.093266155745,-3.185493468898262,0.197783903362423,-16.105928817984257,2.3179112842638968e-58,1.6336638731491946e-56
10772at3193,2481.943452825252,-0.6633093988620818,0.16504485226220658,-4.018964480081347,5.845448144760846e-05,0.00013868509377560964
10804at3193,443.9453394957471,0.9071399420699525,0.16602161928276818,5.463986834900766,4.655580785229025e-08,1.626530074733683e-07
10950at3193,826.5368651954542,-0.3244179433800088,0.18789591747135406,-1.7265832475017366,0.08424253671721382,0.11661805658954885
109806at3193,370.1685752507301,0.9868243615450368,0.21409981395028982,4.609178977493927,4.042622151330231e-06,1.1179335962297462e-05
109807at3193,306.017186504947,1.165029937293868,0.2051358175636786,5.679310181568938,1.3523903756631609e-08,4.990391291975894e-08
109808at3193,142.52836101745564,-0.6550034552039024,0.27966535535065296,-2.342097233969646,0.019175718447780286,0.03012268877116392
109841at3193,1090.27014436199,0.3638282179555075,0.1650162435424781,2.204802449413725,0.027467960100526562,0.04198225736341865
109843at3193,2680.28405888146,-0.042602757259961016,0.1376485209291056,-0.30950392327065485,0.7569382282418458,0.7983987777085497
109859at3193,47.50239844158762,-1.504349045717497,0.35515681191598303,-4.235731922476459,2.2780843423331378e-05,5.707087124916098e-05
109886at3193,624.2188097132818,-0.01792002979986203,0.16799224062415952,-0.10667177087037967,0.9150493783781642,0.9307198410827354
109898at3193,33.11229485978654,0.7421681867390346,0.5116122890225322,1.450645738312882,0.14687853219025365,0.1923448336820713
109910at3193,161.08699325365805,-1.4047974976241602,0.20197613910195236,-6.955264636062058,3.5190082949190405e-12,1.8481349077935468e-11
109965at3193,964.6127892331227,0.5415342207463486,0.15807223027697817,3.425865629892478,0.0006128434795483357,0.0012469171027299855
109969at3193,803.7991312557479,0.5809369437336235,0.13454792359112938,4.317695347711216,1.576668472211433e-05,4.032060737353476e-05
109989at3193,749.3739327091806,0.8841734378692473,0.18221387838122063,4.852393493427623,1.2198029518675192e-06,3.593133688253946e-06
109997at3193,186.110776452148,-1.6368309268422145,0.2553213117796578,-6.410866822800907,1.4469455504816773e-10,6.573746609236052e-10
110002at3193,3269.3310244894365,-1.5832933489546293,0.1516758776181823,-10.438662850135573,1.6512008720747944e-25,2.204102982269536e-24
110024at3193,193.61673371953023,0.43186197748287025,0.22597675116457458,1.9110903013573877,0.05599297730745143,0.0804946635972772
110034at3193,307.41983861563523,-0.13084725546092968,0.19039044319133197,-0.687257476098395,0.49192049071782984,0.556073817215256
11003at3193,20.15689417006165,-0.8248876387257678,0.5797052673123783,-1.4229431492836018,0.15475263633548042,0.20153299720851184
11005at3193,610.8674490060275,-0.6062093932546593,0.14726359863581173,-4.116491779844639,3.8468304313568104e-05,9.338390659082479e-05
110087at3193,534.8444505886887,-0.28725874169024246,0.16078664784994237,-1.786583311061581,0.07400486103787778,0.10386443122861275
110108at3193,220.6072897955162,-0.528072376038969,0.19401417159005158,-2.721823729221061,0.006492276182196432,0.01112961631233674
110109at3193,258.44420546284465,1.022273089619161,0.20068910782110594,5.093814511001833,3.5093012114499435e-07,1.105822128388936e-06
110126at3193,260.47992585396287,-0.8654741283673443,0.22259182411581332,-3.888166745590093,0.00010100423017248618,0.00023188202418751878
110138at3193,86.7609075519084,-2.1554451031378092,0.2882772112579624,-7.476987493156466,7.60456488242368e-14,4.668725896456629e-13
110152at3193,24.742722337122956,3.032530485518846,0.5588239742881175,5.42662918029236,5.742826569175696e-08,1.9879882936910757e-07
11017at3193,51.82740583282287,3.5753979617743386,0.5132459240031013,6.966247162544898,3.2550707792198e-12,1.7189115023931932e-11
110208at3193,532.3743630183512,-0.3726350480789674,0.1494225375404594,-2.4938342917517944,0.01263715252038869,0.020582341156300914
110210at3193,2386.679082035125,1.0552011586889478,0.14659587909394095,7.19802742894811,6.108985764322014e-13,3.451854489599804e-12
110211at3193,181.8449813531649,-0.28695572869126856,0.22033188377528004,-1.302379500299372,0.19278668678774113,0.2453522153268327
110214at3193,533.025977374528,-0.30473062644466625,0.1697435892563676,-1.795240855808844,0.07261533367638878,0.10218145981988316
110220at3193,211.50277445959455,0.011986104726643616,0.24511565042073322,0.04889979365279144,0.9609991533083032,0.9697129950153079
110232at3193,707.8113463854858,-1.2280624177363284,0.2553538124274376,-4.809258205554695,1.5149141917194975e-06,4.4089161819042005e-06
110242at3193,552.5766454485893,-0.526769517798724,0.15043874005013114,-3.5015549693063575,0.00046255154146908816,0.0009603796302574072
110263at3193,239.3289217319992,0.37776831724263643,0.18133469998631893,2.083265460340121,0.03722703322569967,0.055517589965029895
110288at3193,2128.608222920119,2.203703422414738,0.16299194485019952,13.520321046786012,1.1865683769484043e-41,3.9201252753432905e-40
110291at3193,2788.4441502548975,2.8995726351458155,0.25950460951612997,11.17349183335253,5.497628848631189e-29,9.039025223597035e-28
110295at3193,791.6616745849665,-0.40481831868601553,0.18045579725996488,-2.2433101337433548,0.024876822348775526,0.03837142776061495
110307at3193,564.8143039311936,-0.47616079820821033,0.23215597759866077,-2.0510382852660056,0.040263218514253914,0.05965004850514186
110309at3193,545.2594697822559,-0.708542631055285,0.15060961350132027,-4.704498036900373,2.5449131539080377e-06,7.2150232939436236e-06
110324at3193,1250.1966390465293,-1.691458402524946,0.14430762550683085,-11.721199046718985,9.92570821912414e-32,1.8873127210895756e-30
110339at3193,671.4237160844137,0.6199959228106442,0.15949595627046864,3.887220324001651,0.00010139871160226445,0.00023258563225409846
110343at3193,304.1203758486519,3.624832116058294,0.23537405166717834,15.400304708115613,1.6289992687253132e-53,9.112053052361911e-52
110371at3193,568.7392136539944,0.7375294362099509,0.14523842727903746,5.078059918625957,3.813084529795252e-07,1.1983332238108028e-06
110398at3193,44.489522113506446,3.4090313457828287,0.5492651948610249,6.206530793645832,5.416701103133084e-10,2.3062973847089396e-09
110444at3193,4210.511923353648,-0.14027437957038108,0.1346157820730024,-1.0420351715841907,0.2973953727243963,0.35997983517773274
11044at3193,762.7932359413866,0.6614771678426105,0.15442687477004882,4.283432976465987,1.84031552467956e-05,4.6757548009882976e-05
110462at3193,252.7488600588873,-0.8472089003071226,0.19096392576424517,-4.436486613461464,9.143901855817585e-06,2.4173375948913104e-05
110469at3193,119.70864831237662,3.4267727386827556,0.3195077124688296,10.725164385561001,7.754905982156749e-27,1.126165742353862e-25
110477at3193,19.187535420693255,1.6558104096292645,0.5455750208252312,3.0349820765707025,0.0024054998181064903,0.004440535023052526
110480at3193,393.15917869004926,-1.444000640768293,0.19648341565161223,-7.349224034911287,1.993607981845716e-13,1.1787708939638094e-12
110481at3193,50.58283553408422,3.0672845944783864,0.4079777721295809,7.518263993814259,5.550833421214365e-14,3.445884376340474e-13
110490at3193,189.86202868015334,-0.43736655113178485,0.20700574847045786,-2.11282321560361,0.03461590184994771,0.051923852774921564
1104at3193,121.3738491304896,2.584199355260961,0.27753518736661775,9.311249430319233,1.2633731080110811e-20,1.3068865457821087e-19
110509at3193,125.06596567134955,2.674571942276203,0.8461264554867716,3.160960072732317,0.0015725005203412576,0.002997561395789357
110537at3193,349.61687376004073,0.34747775402208003,0.1826744187204824,1.9021697534659736,0.05714896569136818,0.08197813640286898
110540at3193,4434.396498737765,-0.028696913433661476,0.1460227128170154,-0.1965236289619018,0.844200340016162,0.8725934683858881
110560at3193,127.97223537384872,1.5569500780542793,0.2475250264833904,6.290071352274979,3.1732008459634497e-10,1.3902643739546454e-09
11061at3193,257.58373945265186,1.1634410973959404,0.2582127278756586,4.505746509739022,6.614000646131814e-06,1.7834788748199223e-05
110626at3193,615.2214554057614,0.04356747533676713,0.160061505612263,0.272192087473587,0.7854743255205214,0.8234045185327667
110639at3193,435.57994990150945,0.14483098393471283,0.20343022044621492,0.7119442903666557,0.47649927430439354,0.5413810132129016
110645at3193,171.74120554902916,-0.23577211100000375,0.21337958403810356,-1.1049422186421618,0.26918462711865787,0.33010322212022397
110655at3193,598.7178275424545,0.7606675888234071,0.1730178329768653,4.3964692872157185,1.1002592058966766e-05,2.8777685118109017e-05
110660at3193,821.4614988908221,-0.8483927016847274,0.5674384653375701,-1.495127231425908,0.1348812401886111,0.1780230301215976
110674at3193,117.24807292911659,2.2602640323251473,0.2639249944010322,8.56403933039662,1.0898063719881233e-17,9.165817792091042e-17
110707at3193,29.3050888904161,-0.8703050615217693,0.445445593761081,-1.9537853190407037,0.05072661120078265,0.07365495585972727
110714at3193,531.5115769256331,0.38852747810584537,0.2282830952175158,1.7019546617573382,0.0887638676718855,0.12210951321108308
110715at3193,197.66910425862417,2.536043710454401,0.3309089850560445,7.663870807330551,1.8041137732600085e-14,1.1615767850733746e-13
110727at3193,921.0648224517223,-1.0090672233365106,0.18343650973578193,-5.500907233734166,3.778419789265992e-08,1.3337380304547602e-07
110741at3193,31.83687279774352,0.2382954086949766,0.4106707979695182,0.5802589565003936,0.5617400010361604,0.6224415984649709
110743at3193,471.926757107176,-0.7218741589734501,0.18470387799611665,-3.908278303656555,9.295619155863932e-05,0.0002145236536035658
110747at3193,1072.1159489225254,-1.218187660432563,0.1523446604291259,-7.9962609585472855,1.282544066770801e-15,9.155338199798047e-15
110759at3193,396.59996007818455,-0.21506530755673242,0.1672826503452462,-1.2856402448961086,0.19856864450274392,0.2518617528113988
110772at3193,87.47773920914962,-0.20584621224537317,0.2704701329811397,-0.7610681814532444,0.4466163441777894,0.5123850234018003
110786at3193,4244.39491032558,-4.216360828815296,0.1744813595620928,-24.16510760460241,5.180273822139897e-129,2.106379032602423e-126
110796at3193,558.3398214658974,1.9955652761645735,0.2051347980819653,9.728068054875845,2.288988577974695e-22,2.582624039098023e-21
110857at3193,111.96017831784974,-0.8792546245901233,0.2544694995327485,-3.455245623560356,0.0005497917116241436,0.0011264337161415593
110861at3193,85.48771222656221,0.9382468451267078,0.2902232338430619,3.232845395258962,0.0012256387371339698,0.0023727252754038326
110880at3193,4378.211833610846,-1.8980247492451892,0.13469379591395336,-14.0914044063151,4.28945456389483e-45,1.6920937928916469e-43
110884at3193,749.2631176369282,0.3123202505606121,0.1572548423714282,1.9860771589018993,0.04702475705450957,0.06875200270782397
110886at3193,346.0210686200592,-0.9791853062476769,0.20055539629518573,-4.88236828495241,1.0481925322339636e-06,3.118911187947499e-06
110887at3193,19.59729978354555,3.194167958071077,0.6361751580483301,5.02089388065734,5.143156962439411e-07,1.5917287882584733e-06
110907at3193,301.7691636676287,0.7725437335039932,0.1680466363443478,4.597198434373646,4.282097561753729e-06,1.180452031886843e-05
110942at3193,91.90380274730597,1.5884630222288512,0.2934000772257328,5.413982972495054,6.163803023595716e-08,2.1260595616787575e-07
110945at3193,126.39899093741467,0.27944936510721746,0.2625700692922614,1.0642849196804989,0.2871996474205496,0.34935849413531816
110968at3193,896.7134308060477,-0.8743119280196774,0.16683369593168257,-5.240619547130953,1.6003836767872155e-07,5.259327395397713e-07
110980at3193,215.56597310451093,2.738571737533916,0.27349951568745773,10.013077100521908,1.3353329884438672e-23,1.632039347263418e-22
111002at3193,824.9614487883646,-0.36827232070607796,0.15398533373996096,-2.3916064716136476,0.01677481771180047,0.026692259610047345
111007at3193,336.80373441935404,-1.4636141962207891,0.30987599269333177,-4.723225518374546,2.3213319012262024e-06,6.605954470999573e-06
111015at3193,1565.3391947872426,0.3867809409828133,0.1360720103673588,2.8424724521862066,0.00447650995550765,0.007907378989077172
111054at3193,513.2380743410721,0.1764057431755057,0.14793639563212704,1.1924431606010824,0.23308752528197274,0.290829849791221
111058at3193,21.273700404135102,3.3252238081309367,0.688931609786295,4.826638465844837,1.3885686212452503e-06,4.0597199844592874e-06
111067at3193,119.92078791193018,-0.1850858568389681,0.25707945111862407,-0.719955858134939,0.4715521742479868,0.536509856451756
111083at3193,41.90936829803917,3.4555942979073917,0.5278485075291645,6.546564494579848,5.887572985045161e-11,2.768835480333516e-10
111108at3193,135.34039385695496,1.7630965003513557,0.22991030853780753,7.668627438083855,1.7384658347891668e-14,1.1213581943496688e-13
111117at3193,28.39435576416298,-0.015592096456735576,0.573402315288879,-0.02719224537640785,0.9783064007139283,0.9840775707276546
111132at3193,1155.3437162774296,-0.1629756310727207,0.1652392421821967,-0.9863010076808505,0.32398542543669784,0.3881656751718914
111142at3193,514.5949084410228,0.780644641950431,0.22565413589569988,3.45947411445299,0.0005412312970448791,0.001109539901562626
111150at3193,482.0972547141148,-2.1064374831771984,0.19779310669071817,-10.64970118736725,1.7492565090849792e-26,2.492336902162588e-25
111186at3193,1341.0443779390396,0.17964178080663895,0.17589893400456316,1.0212783938871322,0.3071225599563324,0.37060834423677047
111222at3193,5734.373345584707,-2.3481329703676215,0.1854199944523562,-12.663860644063258,9.37719288709961e-37,2.321678763522648e-35
111238at3193,274.2891825359757,0.3168836817486492,0.17121311845676104,1.8508142635616822,0.06419627835183872,0.09125763812500189
111242at3193,67.81106457445337,1.8949556087937842,0.35182298761948394,5.38610515934588,7.200084700405746e-08,2.464205097205877e-07
111249at3193,19.70673368305735,-1.1661053645441877,0.5129648564098356,-2.2732656047932505,0.02301017893106463,0.03569532085975279
111264at3193,704.5260578982628,-0.14495606449379647,0.3088901087852587,-0.469280369850141,0.6388692447070194,0.6925470658299602
111278at3193,806.4722234318906,-1.0217136176487687,0.14975939935483928,-6.82236722402929,8.955238813322204e-12,4.54075706160395e-11
111281at3193,1286.0652947672233,0.4037261145804107,0.1840991401360826,2.1929820762985854,0.028308670492506495,0.04313624451524627
111286at3193,818.7504150400988,0.7631493396296011,0.1420746325063011,5.371467982475725,7.809823631376285e-08,2.6625429032863623e-07
11132at3193,554.7330838051623,-0.004037276658296257,0.1617212653994479,-0.02496441422421643,0.9800833480916931,0.9849278665423364
111341at3193,81.23607959751014,0.8897804671537833,0.3225901117513579,2.7582385037257366,0.005811378012443704,0.010052010528068527
111364at3193,125.50945082741337,0.5775392675615281,0.2448608988798022,2.358642274873914,0.01834192729902338,0.028989513440764714
111371at3193,490.58199518173774,-0.9285928308438695,0.15164293794818154,-6.123548141497906,9.151418789538198e-10,3.812009434318275e-09
111388at3193,11466.769913992395,-1.4229576402547892,0.11563242344163978,-12.305870601881509,8.422333600257442e-35,1.8824716875670544e-33
111441at3193,1200.039485132715,0.4160971364261114,0.13404462381901186,3.1041687803005744,0.0019081444438155293,0.0035792943683494987
111450at3193,1207.247097159219,-0.3623427317793896,0.1893371873833396,-1.9137430780873284,0.055652991857652524,0.08008864840947989
111459at3193,86.73016171500878,1.0588465281674457,0.26552700524477346,3.9877169073306065,6.671220137457246e-05,0.00015704634617353888
111460at3193,486.7354190022933,1.293818172605973,0.16548725343975537,7.818234611507281,5.356928129634553e-15,3.591213962365028e-14
111480at3193,291.4230504477353,-0.35124849739488345,0.16785551206295712,-2.0925645698375495,0.03638804210952645,0.05433536457371661
111486at3193,350.0272657462092,1.5629762699006224,0.21505362919156576,7.267844192056635,3.652697393148785e-13,2.10443143544245e-12
111488at3193,844.1542522053545,-0.10454244119973369,0.18671321286661371,-0.5599091761889282,0.5755413894299761,0.6349587473862622
111502at3193,122.2815339591566,0.49637256813570757,0.22748845807049706,2.1819681417941883,0.029111884047759103,0.044270834026598
111504at3193,1435.5190818237636,2.1399943997519895,0.18961849294451188,11.28578951620619,1.5425034586621143e-29,2.6008527216867422e-28
111514at3193,40.36696171443695,1.486768788218747,0.3778865912000229,3.934431183433473,8.3393957339169e-05,0.00019357182953544066
111526at3193,25.634025254489615,2.251656957268074,0.5237447767396899,4.299149236932983,1.7145499659042883e-05,4.373033109659864e-05
111531at3193,149.4939858750012,-1.3263644353999646,0.22035418676771243,-6.019238639645904,1.7523935710365714e-09,7.09276601569626e-09
111539at3193,2540.6208284773325,-1.8737503063186791,0.14212024712162907,-13.184260119637209,1.0810942061389107e-39,3.1572729136189406e-38
111588at3193,26.88689467101051,0.40065679477329424,0.5009195548809108,0.7998425912291384,0.423802002891427,0.490308029609123
111593at3193,943.0986916038696,-1.4397030082008078,0.25711710232858287,-5.59940585500586,2.150877032927658e-08,7.792690881463742e-08
11159at3193,42.41980146607411,2.1696104440365573,0.39071654730804267,5.552901352616701,2.8096665009993747e-08,1.0028289753060563e-07
