Locus,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
10147at3193,408.17913924429786,0.6404485672739955,0.17698799403355053,3.6185989381437333,0.00029620225980350246,0.0015465884162376906
10488at3193,65.17281966892384,-0.3350700254992937,0.5261602424997422,-0.6368212541247981,0.5242412801117928,0.6505364746997654
10772at3193,2411.633842748255,0.40615073897970155,0.23758526812168662,1.7094946256165973,0.08735936639134216,0.16692517984108074
10950at3193,2117.226134098453,-0.12811037631949526,0.2396606837763045,-0.5345489894332082,0.5929617650531267,0.7099981430955579
109808at3193,77.34925529841023,0.8376018755049909,0.502099600437979,1.6681986497785597,0.09527629885716675,0.17855799223320806
109841at3193,176.72236404376426,0.03177762241549714,0.24968955837118256,0.1272685274578334,0.898727869165721,0.9392232000890457
109843at3193,1008.1172309614253,0.18638298742324166,0.2394353106245868,0.7784273210874628,0.4363171374201237,0.5709661293297005
109969at3193,465.5217723984684,1.1571929957313967,0.15252316317161613,7.586998405149423,3.274011155981236e-14,1.3744298832809228e-12
110002at3193,317.5592754723162,0.5481523311258713,0.20762728837398667,2.6400784570211075,0.008288683622586881,0.025698592206513833
110024at3193,807.6250786273331,-0.18653610586824698,0.13943797319401688,-1.3377712081966135,0.1809710301974342,0.29219860952647264
11003at3193,43.322960045797196,1.4274192147389049,0.8013702775368666,1.7812230559964048,0.07487601856265749,0.14708915579131313
11005at3193,515.0372414581823,-0.4015157817514986,0.19565463029097227,-2.0521660088206204,0.04015353166741979,0.09111595996747475
110087at3193,330.73913024884405,0.1826476216336738,0.16486475412675244,1.1078633671648785,0.2679208284200464,0.39533625226972047
110108at3193,364.86880674595074,-0.736852552351026,0.505713003805177,-1.4570567630388522,0.1451007120974098,0.2484228341700352
110138at3193,276.41929686591726,0.02349297800749556,0.3126146737335568,0.07514995290182303,0.9400954034894418,0.9632708088476144
11017at3193,541.5762131660309,0.9523764833895257,0.18984482142049716,5.016605015946459,5.259253479166513e-07,6.0821890097909156e-06
110208at3193,1579.4277555596918,0.5171625407185253,0.28383961184319006,1.822023844241433,0.0684513677725632,0.13802057728588873
110263at3193,414.00959677804343,-0.34104574093532675,0.20013297456288306,-1.7040956977740218,0.08836321025520626,0.1685364637216519
110291at3193,2000.7185036558133,2.080997184744472,0.608924589038503,3.41749573297801,0.0006320008478151465,0.002931645921688381
110307at3193,1242.6782068356088,0.20108221531634282,0.16921850387982973,1.1882992149554819,0.23471554690886998,0.35661812013153676
110469at3193,270.10782557481656,0.02169794960158516,0.28701066639751444,0.0755998021743664,0.9397374938575539,0.9631391599643583
110480at3193,195.0402234115328,-0.10337064137124558,0.2556695792586054,-0.4043134176189493,0.6859822599698099,0.7846739856548397
110509at3193,1378.094400192589,2.2714600516672028,0.8697934231798294,2.6114937077393594,0.00901476467909287,0.027443061727941892
110530at3193,3323.7709332762847,0.5998762523712843,0.3779272423845839,1.5872797329620445,0.11244930332182815,0.2035628181737967
110540at3193,894.128173582742,0.42278247762878063,0.20476867747755648,2.0646833433551834,0.03895297162089498,0.08901718827681934
110626at3193,596.8093260855226,0.4904546943166667,0.25806781703785614,1.900487631298565,0.057369156620032884,0.12053839814359261
110639at3193,545.1540535472459,0.21859436519744468,0.16525384392688852,1.3227793072949943,0.18590878058046612,0.2983352679192648
110645at3193,402.61313488676007,0.19004701165346838,0.2123168286191733,0.8951104483307366,0.37072804919558255,0.5071525295271043
110655at3193,549.6655805023821,-0.6223152227960157,0.27818855817215343,-2.237026665959798,0.02528459725833109,0.06363593482642321
110660at3193,508.11627234030954,0.32690025171070103,0.46928762385593326,0.6965882650488482,0.4860605018790216,0.6170190465340589
110707at3193,67.66270008668619,-0.012726711762233259,0.47356643174475027,-0.026874184716481102,0.9785600836907868,0.9851307509194059
110727at3193,651.8370999041141,-0.24916159407875238,0.19824318313023265,-1.2568482312709321,0.20880859732638302,0.327203617609614
