,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
10772at3193,2450.3464093411562,-0.4635963834256234,0.18162040237881427,-2.5525567466736394,0.010693548829977507,0.018794113075242425
10950at3193,820.9535737127667,-0.12609951601908334,0.19253891213957922,-0.6549300326765569,0.5125128029060481,0.5742354352512342
109808at3193,140.36452618869774,-0.4558279525443935,0.28673805142915415,-1.5897016467555138,0.11190207232326073,0.1547757952991846
109859at3193,46.03896550605435,-1.3061419206726808,0.3523864723501265,-3.7065609016197296,0.00021009273290010765,0.0005108887002902488
109997at3193,179.61951360533638,-1.4399476029462865,0.259779331951575,-5.542964454211102,2.973932506425884e-08,1.2784491464405524e-07
110108at3193,218.18101056639023,-0.3280556184089443,0.19001465027354758,-1.7264753951164877,0.08426192212076465,0.12000745953223907
110152at3193,26.177367469878195,3.2350982515305002,0.5476741641394004,5.906976197451347,3.484440733345468e-09,1.705734076271211e-08
110263at3193,241.98473718053785,0.5772134890053467,0.17863590742159158,3.2312288012907056,0.0012325923022875817,0.002613319280360292
110477at3193,19.962915222135443,1.8595153066255214,0.5344578983074229,3.4792549843765594,0.0005028099212562782,0.0011410856222684954
110480at3193,380.75186272486485,-1.2468338332440374,0.1919305860379899,-6.496274819883291,8.233319784692732e-11,4.781462110986152e-10
110509at3193,132.47635187530406,2.890727465733754,0.6050996441782645,4.777275104267184,1.7768660328110068e-06,5.965420971914871e-06
110660at3193,804.2100168685935,-0.6565226298162147,0.40670415754813843,-1.6142510904588112,0.10647297419422469,0.14781326038841883
110707at3193,28.70867514274666,-0.6726983678673031,0.4396348053760107,-1.5301299161060689,0.12598457456445927,0.1710669164140739
110743at3193,465.159837145636,-0.5234413986771033,0.195466077542897,-2.677914271657847,0.007408217679011351,0.01348915974659321
110886at3193,338.24759611815836,-0.7827541547935892,0.19464093440700037,-4.021528961409657,5.782159706261532e-05,0.00015315352196471763
110907at3193,307.63187389542173,0.9714145024604958,0.15913604733276743,6.104302065698433,1.032508552151077e-09,5.393270928833838e-09
111002at3193,819.7027255777028,-0.16761658917273217,0.16197395017408264,-1.0348367067209578,0.3007451772933223,0.3659033712026758
111007at3193,325.49655343623584,-1.2745327955951395,0.32636437602746765,-3.9052448404720237,9.413003262740713e-05,0.00024212264238411462
111117at3193,28.286600000165418,0.16920695248041343,0.5945954740267173,0.28457490827252807,0.7759698370252479,0.8156625043491926
111264at3193,701.1449330109275,0.052076395483868505,0.332646489299094,0.15655176639199342,0.8755981185277995,0.8996530118939478
111281at3193,1301.4195947717628,0.6059212924179918,0.19680150043980998,3.078844882096351,0.002078048494261347,0.004239436173747169
111480at3193,289.5476337176833,-0.15216872019461067,0.16360509870962484,-0.9300976644052391,0.35232051995771707,0.4163507535608011
111504at3193,1503.4233949367238,2.344045522965079,0.20610284768652334,11.373183579347272,5.6874603810748304e-30,1.8992055201089167e-28
11159at3193,44.43586758309639,2.3710270070548547,0.38328816141985667,6.186016803314764,6.170343339814749e-10,3.3156730015671207e-09
111675at3193,31.693353687789838,0.18134378098666568,0.5497821690711198,0.3298466032338839,0.7415158718559758,0.7847394908719155
111833at3193,857.455013756468,-0.5623262754188619,0.16486027086006677,-3.4109265530454205,0.0006474252872582917,0.0014412920085392922
111841at3193,219.2336738983073,-1.6501409494857935,0.34278228824632356,-4.813962115510475,1.4796687034844582e-06,5.021743149756691e-06
111902at3193,399.59067799918995,0.13494288629975512,0.20305710696766466,0.6645563325259224,0.5063343070447558,0.5690468010140322
111938at3193,323.4692733266913,-0.5094493474564036,0.23493428309597192,-2.1684759701430667,0.030122491000823745,0.04814449416370975
112017at3193,202.63784821603392,-1.393960145338357,0.3079245079573812,-4.526954202460853,5.983990204175592e-06,1.8557316221904407e-05
112084at3193,417.37963224418246,0.03954343738686346,0.147170410372235,0.2686914936694617,0.7881670982184623,0.8256988648002939
112088at3193,187.60453957484404,0.15402090581012925,0.2275434141233338,0.6768857995892,0.49847841458470454,0.5622163059550045
112126at3193,2304.5396686322442,0.1773955954810731,0.1737535852185712,1.0209607776318426,0.30727302186491423,0.37239180226013585
112234at3193,2740.7080621171003,-0.18147855071887076,0.14829643160953143,-1.223755344273615,0.22104453475406594,0.2791041728494958
112427at3193,641.389640815492,1.4233727560211211,0.16900384756647727,8.422132256256715,3.6969338673127583e-17,4.066627254044034e-16
